Nível Territorial (Código);Nível Territorial;Unidade de Medida (Código);Unidade de Medida;Valor;Brasil (Código);Brasil;Mês (Código);Mês;Variável (Código);Variável;Geral, grupo, subgrupo, item e subitem (Código);Geral, grupo, subgrupo, item e subitem
1;Brasil;2;%;2,78;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7290;1107081.Cupim
1;Brasil;2;%;-0,37;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7291;1107084.Contrafilé
1;Brasil;2;%;5,19;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7292;1107085.Filé-mignon
1;Brasil;2;%;0,72;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7293;1107087.Chã de dentro
1;Brasil;2;%;1,2;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7294;1107088.Alcatra
1;Brasil;2;%;0,49;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7295;1107089.Patinho
1;Brasil;2;%;-0,28;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7296;1107090.Lagarto redondo
1;Brasil;2;%;0,25;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;12294;1107091.Lagarto comum
1;Brasil;2;%;-2,85;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7298;1107093.Músculo
1;Brasil;2;%;-5;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7299;1107094.Pá
1;Brasil;2;%;-6,21;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7300;1107095.Acém
1;Brasil;2;%;-0,28;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7301;1107096.Peito
1;Brasil;2;%;1,49;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;101448;1107097.Capa de filé
1;Brasil;2;%;-2,06;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7302;1107099.Costela
1;Brasil;2;%;1,23;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;47621;1107208.Picanha
1;Brasil;2;%;0,18;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7303;1108.Pescados
1;Brasil;2;%;-3,51;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7305;1108002.Peixe - anchova
1;Brasil;2;%;-0,17;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7306;1108004.Peixe - corvina
1;Brasil;2;%;0,01;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7310;1108012.Peixe - sardinha
1;Brasil;2;%;-0,52;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7311;1108013.Camarão
1;Brasil;2;%;1,03;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7313;1108019.Peixe - cavala
1;Brasil;2;%;0,5;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;107615;1108029.Peixe - cação
1;Brasil;2;%;0,32;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;107616;1108031.Peixe - merluza
1;Brasil;2;%;4,91;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7317;1108032.Peixe - serra
1;Brasil;2;%;1,27;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7320;1108038.Peixe - pescada
1;Brasil;2;%;0;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7323;1108045.Caranguejo
1;Brasil;2;%;0,01;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;12300;1108049.Peixe - castanha
1;Brasil;2;%;2,5;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;12301;1108052.Peixe - palombeta
1;Brasil;2;%;-1,2;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;12431;1108075.Peixe - salmão
1;Brasil;2;%;0,06;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;12302;1108080.Peixe - tilápia
1;Brasil;2;%;0,81;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;41129;1108087.Peixe - tambaqui
1;Brasil;2;%;1,23;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7333;1108088.Peixe - dourada
1;Brasil;2;%;0,82;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;47623;1108092.Peixe - filhote
1;Brasil;2;%;0,31;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;47624;1108125.Peixe - aruanã
1;Brasil;2;%;0,43;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7335;1109.Carnes e peixes industrializados
1;Brasil;2;%;-0,72;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7336;1109002.Presunto
1;Brasil;2;%;-1,61;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;12304;1109007.Salsicha
1;Brasil;2;%;1,77;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7339;1109008.Linguiça
1;Brasil;2;%;-0,58;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7341;1109010.Mortadela
1;Brasil;2;%;-3,08;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;12305;1109012.Salame
1;Brasil;2;%;1,68;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7343;1109023.Bacalhau
1;Brasil;2;%;-0,99;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;12379;1109056.Carne-seca e de sol
1;Brasil;2;%;-2,42;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7347;1109058.Carne de porco salgada e defumada
1;Brasil;2;%;1,78;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7349;1110.Aves e ovos
1;Brasil;2;%;0,68;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;107617;1110009.Frango inteiro
1;Brasil;2;%;3,07;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;107618;1110010.Frango em pedaços
1;Brasil;2;%;-0,15;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7355;1110044.Ovo de galinha
1;Brasil;2;%;-0,49;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7356;1111.Leites e derivados
1;Brasil;2;%;-3,97;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;12393;1111004.Leite longa vida
1;Brasil;2;%;0,36;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7358;1111008.Leite condensado
1;Brasil;2;%;1,27;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7359;1111009.Leite em pó
1;Brasil;2;%;2,88;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;107619;1111011.Queijo
1;Brasil;2;%;0,83;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;12394;1111019.Iogurte e bebidas lácteas
1;Brasil;2;%;2,39;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;47627;1111021.Requeijão
1;Brasil;2;%;-0,62;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7367;1111031.Manteiga
1;Brasil;2;%;-0,34;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7368;1111038.Leite fermentado
1;Brasil;2;%;0,46;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7372;1112.Panificados
1;Brasil;2;%;1,3;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7373;1112003.Biscoito
1;Brasil;2;%;-0,47;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7375;1112015.Pão francês
1;Brasil;2;%;0,7;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7376;1112017.Pão doce
1;Brasil;2;%;1,16;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7377;1112018.Pão de forma
1;Brasil;2;%;1,54;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7378;1112019.Bolo
1;Brasil;2;%;4,22;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7380;1112025.Pão de queijo
1;Brasil;2;%;1,65;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7384;1113.Óleos e gorduras
1;Brasil;2;%;1,68;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7385;1113013.Óleo de soja
1;Brasil;2;%;1,42;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7386;1113014.Azeite de oliva
1;Brasil;2;%;1,73;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;12395;1113040.Margarina
1;Brasil;2;%;1,53;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7389;1114.Bebidas e infusões
1;Brasil;2;%;-0,12;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7390;1114001.Suco de frutas
1;Brasil;2;%;1,27;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;47628;1114003.Polpa de fruta (congelada)
1;Brasil;2;%;-9,3;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;12396;1114004.Açaí (emulsão)
1;Brasil;2;%;4,91;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7392;1114022.Café moído
1;Brasil;2;%;-0,67;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7393;1114023.Café solúvel
1;Brasil;2;%;0,72;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;107621;1114083.Refrigerante e água mineral
1;Brasil;2;%;2,58;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7396;1114084.Cerveja
1;Brasil;2;%;-2,59;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7397;1114085.Outras bebidas alcoólicas
1;Brasil;2;%;0,08;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7399;1114087.Vinho
1;Brasil;2;%;-0,35;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;47630;1114090.Suco em pó
1;Brasil;2;%;-0,15;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;47631;1114091.Chá mate (erva mate)
1;Brasil;2;%;0,44;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7401;1115.Enlatados e conservas
1;Brasil;2;%;1,06;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;107702;1115013.Alimento infantil
1;Brasil;2;%;-2,53;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7406;1115016.Palmito em conserva
1;Brasil;2;%;0,79;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7407;1115017.Pepino em conserva
1;Brasil;2;%;0,85;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;107624;1115039.Sardinha em conserva
1;Brasil;2;%;0,24;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;107625;1115050.Salsicha em conserva
1;Brasil;2;%;-0,44;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7411;1115056.Sopa desidratada
1;Brasil;2;%;0,63;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7412;1115057.Azeitona
1;Brasil;2;%;1,28;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;107628;1115058.Milho-verde em conserva
1;Brasil;2;%;1,02;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;107630;1115075.Atum em conserva
1;Brasil;2;%;0,79;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7415;1116.Sal e condimentos
1;Brasil;2;%;0,79;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7416;1116001.Leite de coco
1;Brasil;2;%;1,89;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;109463;1116005.Atomatado
1;Brasil;2;%;0,26;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7418;1116010.Alho
1;Brasil;2;%;-0,12;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;12397;1116013.Sal
1;Brasil;2;%;0,91;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7420;1116022.Colorau
1;Brasil;2;%;1,73;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7421;1116023.Caldo de tucupi
1;Brasil;2;%;2,72;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7422;1116026.Fermento
1;Brasil;2;%;1,17;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7423;1116033.Maionese
1;Brasil;2;%;0,23;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7424;1116041.Vinagre
1;Brasil;2;%;-0,97;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7425;1116048.Caldo concentrado
1;Brasil;2;%;-0,42;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7428;1116071.Tempero misto
1;Brasil;2;%;0,15;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7432;12.Alimentação fora do domicílio
1;Brasil;2;%;0,15;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7433;1201.Alimentação fora do domicílio
1;Brasil;2;%;0,88;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7434;1201001.Refeição
1;Brasil;2;%;-1,08;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7435;1201003.Lanche
1;Brasil;2;%;-0,08;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;107633;1201007.Refrigerante e água mineral
1;Brasil;2;%;-1,49;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7438;1201009.Cafezinho
1;Brasil;2;%;-1,72;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7440;1201048.Cerveja
1;Brasil;2;%;-0,72;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7443;1201051.Outras bebidas alcoólicas
1;Brasil;2;%;2,11;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;47632;1201052.Vinho
1;Brasil;2;%;-0,46;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7444;1201061.Doces
1;Brasil;2;%;2,04;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;47633;1201088.Sorvete
1;Brasil;2;%;1,06;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7445;2.Habitação
1;Brasil;2;%;0,68;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7446;21.Encargos e manutenção
1;Brasil;2;%;0,62;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7447;2101.Aluguel e taxas
1;Brasil;2;%;0,66;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7448;2101001.Aluguel residencial
1;Brasil;2;%;0,99;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7449;2101002.Condomínio
1;Brasil;2;%;0,07;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7451;2101004.Taxa de água e esgoto
1;Brasil;2;%;0,84;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7454;2103.Reparos
1;Brasil;2;%;-0,53;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7455;2103005.Ferragens
1;Brasil;2;%;-0,51;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7456;2103008.Material de eletricidade
1;Brasil;2;%;-0,56;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;12433;2103012.Vidro
1;Brasil;2;%;2,62;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7459;2103014.Tinta
1;Brasil;2;%;0,82;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;12398;2103032.Revestimento de piso e parede
1;Brasil;2;%;0,35;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;47634;2103038.Madeira e taco
1;Brasil;2;%;-0,1;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;107638;2103039.Cimento
1;Brasil;2;%;0,62;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;107639;2103040.Tijolo
1;Brasil;2;%;0,88;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;107640;2103041.Material hidráulico
1;Brasil;2;%;0,24;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;107641;2103042.Mão de obra
1;Brasil;2;%;-0,95;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;107642;2103048.Areia
1;Brasil;2;%;0,36;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;12399;2103055.Telha
1;Brasil;2;%;1,01;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7461;2104.Artigos de limpeza
1;Brasil;2;%;-1,6;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7463;2104003.Saco para lixo
1;Brasil;2;%;0,62;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7464;2104005.Água sanitária
1;Brasil;2;%;0,62;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7465;2104008.Detergente
1;Brasil;2;%;1,41;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7466;2104009.Sabão em pó
1;Brasil;2;%;0,08;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7467;2104012.Desinfetante
1;Brasil;2;%;1,21;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7470;2104015.Sabão em barra
1;Brasil;2;%;0,78;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7471;2104016.Esponja de limpeza
1;Brasil;2;%;-0,1;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;47635;2104019.Sabão líquido
1;Brasil;2;%;1,16;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;47636;2104020.Limpador multiuso
1;Brasil;2;%;1,43;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7477;2104041.Papel toalha
1;Brasil;2;%;1,38;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;47637;2104085.Amaciante e alvejante
1;Brasil;2;%;1,62;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7479;22.Combustíveis e energia
1;Brasil;2;%;4;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7480;2201.Combustíveis (domésticos)
1;Brasil;2;%;3,14;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7481;2201003.Carvão vegetal
1;Brasil;2;%;4,34;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7482;2201004.Gás de botijão
1;Brasil;2;%;0,88;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7483;2201005.Gás encanado
1;Brasil;2;%;0,93;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7484;2202.Energia elétrica residencial
1;Brasil;2;%;0,93;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7485;2202003.Energia elétrica residencial
1;Brasil;2;%;1,53;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7486;3.Artigos de residência
1;Brasil;2;%;1,71;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7487;31.Móveis e utensílios
1;Brasil;2;%;2,17;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7488;3101.Mobiliário
1;Brasil;2;%;2,5;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7489;3101002.Móvel para sala
1;Brasil;2;%;1,83;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7490;3101003.Móvel para quarto
1;Brasil;2;%;2,75;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7492;3101015.Móvel para copa e cozinha
1;Brasil;2;%;0,52;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;12401;3101016.Móvel infantil
1;Brasil;2;%;1,57;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7493;3101017.Colchão
1;Brasil;2;%;0,91;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7495;3102.Utensílios e enfeites
1;Brasil;2;%;0,79;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;47638;3102001.Artigos de iluminação
1;Brasil;2;%;-0,96;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7497;3102005.Tapete
1;Brasil;2;%;0,44;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7498;3102006.Cortina
1;Brasil;2;%;1,93;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;12402;3102007.Utensílios de metal
1;Brasil;2;%;0,79;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;12403;3102009.Utensílios de vidro e louça
1;Brasil;2;%;-0,55;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;107645;3102010.Utensílios de plástico
1;Brasil;2;%;3,35;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7508;3102035.Flores naturais
1;Brasil;2;%;0,96;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;47639;3102337.Utensílios para bebê
1;Brasil;2;%;1,12;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7517;3103.Cama, mesa e banho
1;Brasil;2;%;1,11;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7518;3103001.Roupa de cama
1;Brasil;2;%;1,81;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7520;3103003.Roupa de banho
1;Brasil;2;%;1,53;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7521;32.Aparelhos eletroeletrônicos
1;Brasil;2;%;2,14;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7522;3201.Eletrodomésticos e equipamentos
1;Brasil;2;%;2,39;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7523;3201001.Refrigerador
1;Brasil;2;%;-0,13;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;12434;3201002.Ar-condicionado
1;Brasil;2;%;2,69;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7526;3201006.Máquina de lavar roupa
1;Brasil;2;%;1,97;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7530;3201013.Ventilador
1;Brasil;2;%;2,3;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7531;3201021.Fogão
1;Brasil;2;%;-0,27;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7539;3201050.Chuveiro elétrico
1;Brasil;2;%;0,91;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7541;3202.Tv, som e informática
1;Brasil;2;%;2,13;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7542;3202001.Televisor
1;Brasil;2;%;-0,31;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7543;3202003.Aparelho de som
1;Brasil;2;%;0,9;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;47640;3202008.Videogame (console)
1;Brasil;2;%;-1,01;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;47641;3202028.Computador pessoal
1;Brasil;2;%;0,62;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7548;33.Consertos e manutenção
1;Brasil;2;%;0,62;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7549;3301.Consertos e manutenção
1;Brasil;2;%;1,45;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;12405;3301002.Conserto de refrigerador
1;Brasil;2;%;0,37;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;107648;3301006.Conserto de televisor
1;Brasil;2;%;-1,45;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;12406;3301015.Conserto de máquina de lavar roupa
1;Brasil;2;%;0,09;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7555;3301022.Reforma de estofado
1;Brasil;2;%;-0,03;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;47642;3301088.Conserto de aparelho celular
1;Brasil;2;%;0,95;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;47643;3301130.Conserto de bicicleta
1;Brasil;2;%;1,59;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7558;4.Vestuário
1;Brasil;2;%;1,84;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7559;41.Roupas
1;Brasil;2;%;1,88;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7560;4101.Roupa masculina
1;Brasil;2;%;1,14;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7561;4101002.Calça comprida masculina
1;Brasil;2;%;0,83;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7563;4101005.Agasalho masculino
1;Brasil;2;%;2,11;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;47644;4101006.Bermuda/short masculino
1;Brasil;2;%;1,08;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7565;4101008.Cueca
1;Brasil;2;%;2,24;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;107649;4101009.Camisa/camiseta masculina
1;Brasil;2;%;2,05;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7572;4102.Roupa feminina
1;Brasil;2;%;1,08;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7573;4102002.Calça comprida feminina
1;Brasil;2;%;-0,66;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7574;4102003.Agasalho feminino
1;Brasil;2;%;1,85;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7575;4102004.Saia
1;Brasil;2;%;2,76;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7576;4102005.Vestido
1;Brasil;2;%;2,82;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7577;4102008.Blusa
1;Brasil;2;%;0,16;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7579;4102010.Lingerie
1;Brasil;2;%;1,71;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;47645;4102013.Bermuda/short feminino
1;Brasil;2;%;1,3;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7587;4103.Roupa infantil
1;Brasil;2;%;-0,74;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;12408;4103001.Uniforme escolar
1;Brasil;2;%;1,19;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7589;4103002.Calça comprida infantil
1;Brasil;2;%;-1,54;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7590;4103005.Agasalho infantil
1;Brasil;2;%;2,36;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7591;4103007.Vestido infantil
1;Brasil;2;%;1,83;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;47646;4103008.Bermuda/short infantil
1;Brasil;2;%;1,65;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;107650;4103011.Camisa/camiseta infantil
1;Brasil;2;%;1,76;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;12409;4103031.Conjunto infantil
1;Brasil;2;%;1,28;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7604;42.Calçados e acessórios
1;Brasil;2;%;1,28;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7605;4201.Calçados e acessórios
1;Brasil;2;%;0,43;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7606;4201002.Sapato masculino
1;Brasil;2;%;1,73;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7607;4201003.Sapato feminino
1;Brasil;2;%;0,64;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7608;4201004.Sapato infantil
1;Brasil;2;%;1,44;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;107652;4201015.Bolsa
1;Brasil;2;%;2,1;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;47647;4201040.Mochila
1;Brasil;2;%;1,15;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7614;4201063.Tênis
1;Brasil;2;%;1,61;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;47648;4201098.Sandália/chinelo
1;Brasil;2;%;0,1;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7615;43.Joias e bijuterias
1;Brasil;2;%;0,1;1;Brasil;202111;nov/21;355;IPCA15 - Variação mensal;7616;4301.Joias e bijuterias
